"id" "session" "task_type" "temp_ori" "trial" "E2" "chosen" "choice_certain" "indiff" "item_liking" "payoff_liking"
"532" "WS11HCHC1" "1" "Hypothetical" "Prospective" "2" 175 "Item" 3 29.9375 7 4
"533" "WS11HCHC1" "1" "Hypothetical" "Prospective" "3" 75 "Item" 5 39.9375 7 4
"534" "WS11HCHC1" "1" "Hypothetical" "Prospective" "4" 270 "Item" 4 -26.9375 7 1
"535" "WS11HCHC1" "1" "Hypothetical" "Prospective" "6" 45 "Item" 5 39.9375 7 5
"536" "WS11HCHC2" "2" "Hypothetical" "Prospective" "1" 270 "Item" 3 14.9375 7 3
"537" "WS11HCHC2" "2" "Hypothetical" "Prospective" "2" 115 "Item" 4 39.9375 6 5
"538" "WS11HCHC2" "2" "Hypothetical" "Prospective" "3" 45 "Payoff" 6 39.9375 6 6
"539" "WS11HCHC2" "2" "Hypothetical" "Prospective" "5" 75 "Item" 5 39.9375 5 5
"540" "WS11HCHC2" "2" "Hypothetical" "Prospective" "6" 175 "Item" 6 39.9375 7 5
"541" "WS14HCHC1" "1" "Hypothetical" "Prospective" "2" 270 "Payoff" 2 -0.0625 7 1
"542" "WS14HCHC1" "1" "Hypothetical" "Prospective" "3" 175 "Payoff" 4 -0.0625 7 2
"543" "WS14HCHC1" "1" "Hypothetical" "Prospective" "4" 75 "Payoff" 5 1.9375 6 4
"544" "WS14HCHC1" "1" "Hypothetical" "Prospective" "5" 45 "Item" 4 1.9375 4 4
"545" "WS14HCHC1" "1" "Hypothetical" "Prospective" "6" 115 "Item" 4 1.9375 4 4
"546" "WS14HCHC2" "2" "Hypothetical" "Prospective" "1" 270 "Payoff" 5 1.9375 6 4
"547" "WS14HCHC2" "2" "Hypothetical" "Prospective" "3" 45 "Item" 2 1.9375 6 3
"548" "WS14HCHC2" "2" "Hypothetical" "Prospective" "4" 175 "Payoff" 5 1.9375 6 4
"549" "WS14HCHC2" "2" "Hypothetical" "Prospective" "5" 75 "Payoff" 5 1.9375 6 5
"550" "WS14HCHC2" "2" "Hypothetical" "Prospective" "6" 115 "Payoff" 5 1.9375 6 5
"551" "WS15HIHI1" "1" "Hypothetical" "Retrospective" "1" 75 "Item" 5 70 2 5
"552" "WS15HIHI1" "1" "Hypothetical" "Retrospective" "2" 175 "Item" 4 68.5 1 4
"553" "WS15HIHI1" "1" "Hypothetical" "Retrospective" "4" 270 "Item" 5 72.5 1 5
"554" "WS15HIHI1" "1" "Hypothetical" "Retrospective" "5" 115 "Item" 5 72.5 1 5
"555" "WS15HIHI1" "1" "Hypothetical" "Retrospective" "6" 45 "Item" 3 21.9375 1 3
"556" "WS15HIHI2" "2" "Hypothetical" "Retrospective" "1" 270 "Item" 5 18.6875 2 7
"557" "WS15HIHI2" "2" "Hypothetical" "Retrospective" "3" 75 "Payoff" 4 -27.5 2 4
"558" "WS15HIHI2" "2" "Hypothetical" "Retrospective" "4" 45 "Item" 6 71 3 7
"559" "WS15HIHI2" "2" "Hypothetical" "Retrospective" "5" 175 "Item" 7 72.5 2 7
"560" "WS15HIHI2" "2" "Hypothetical" "Retrospective" "6" 115 "Item" 7 76.5 2 7
"561" "WS16HIHI1" "1" "Hypothetical" "Retrospective" "2" 75 "Payoff" 5 7.9375 6 4
"562" "WS16HIHI1" "1" "Hypothetical" "Retrospective" "3" 115 "Payoff" 6 5.9375 6 6
"563" "WS16HIHI1" "1" "Hypothetical" "Retrospective" "4" 45 "Item" 6 11.1875 7 6
"564" "WS16HIHI1" "1" "Hypothetical" "Retrospective" "5" 175 "Item" 4 5.1875 4 4
"565" "WS16HIHI1" "1" "Hypothetical" "Retrospective" "6" 270 "Payoff" 4 3.9375 3 4
"566" "WS16HIHI2" "2" "Hypothetical" "Retrospective" "1" 175 "Item" 7 9.5625 7 5
"567" "WS16HIHI2" "2" "Hypothetical" "Retrospective" "3" 270 "Payoff" 5 7.9375 4 6
"568" "WS16HIHI2" "2" "Hypothetical" "Retrospective" "4" 75 "Item" 7 13.9375 7 6
"569" "WS16HIHI2" "2" "Hypothetical" "Retrospective" "5" 45 "Payoff" 7 15.3125 7 7
"570" "WS16HIHI2" "2" "Hypothetical" "Retrospective" "6" 115 "Item" 4 9.6875 4 4
"571" "WS17HCRC1" "1" "Hypothetical" "Prospective" "1" 175 "Item" 2 72.5 5 4
"572" "WS17HCRC1" "1" "Hypothetical" "Prospective" "2" 45 "Item" 2 72.5 6 4
"573" "WS17HCRC1" "1" "Hypothetical" "Prospective" "3" 115 "Item" 2 72.5 5 3
"574" "WS17HCRC1" "1" "Hypothetical" "Prospective" "5" 270 "Item" 3 72.5 5 4
"575" "WS17HCRC1" "1" "Hypothetical" "Prospective" "6" 75 "Item" 3 72.5 6 4
"576" "WS17HCRC2" "2" "Real" "Prospective" "1" 45 "Item" 4 72.5 5 4
"577" "WS17HCRC2" "2" "Real" "Prospective" "2" 270 "Item" 4 72.5 5 4
"578" "WS17HCRC2" "2" "Real" "Prospective" "4" 75 "Item" 4 72.5 4 4
"579" "WS17HCRC2" "2" "Real" "Prospective" "5" 175 "Item" 3 40.4375 4 3
"580" "WS17HCRC2" "2" "Real" "Prospective" "6" 115 "Item" 3 40.4375 4 3
"581" "WS18HIHI1" "1" "Hypothetical" "Retrospective" "1" 45 "Payoff" 5 15.1875 7 5
"582" "WS18HIHI1" "1" "Hypothetical" "Retrospective" "3" 270 "Item" 4 15.9375 6 4
"583" "WS18HIHI1" "1" "Hypothetical" "Retrospective" "4" 175 "Item" 2 15.9375 6 4
"584" "WS18HIHI1" "1" "Hypothetical" "Retrospective" "5" 115 "Item" 4 13.9375 5 4
"585" "WS18HIHI1" "1" "Hypothetical" "Retrospective" "6" 75 "Item" 3 13.9375 4 4
"586" "WS18HIHI2" "2" "Hypothetical" "Retrospective" "1" 115 "Item" 2 14.9375 5 4
"587" "WS18HIHI2" "2" "Hypothetical" "Retrospective" "2" 75 "Item" 2 14.9375 5 3
"588" "WS18HIHI2" "2" "Hypothetical" "Retrospective" "3" 45 "Item" 3 14.9375 5 3
"589" "WS18HIHI2" "2" "Hypothetical" "Retrospective" "5" 270 "Item" 3 14.9375 6 3
"590" "WS18HIHI2" "2" "Hypothetical" "Retrospective" "6" 175 "Item" 3 14.9375 7 3
"591" "WS19HIHI1" "1" "Hypothetical" "Retrospective" "1" 45 "Item" 2 39.9375 7 5
"592" "WS19HIHI1" "1" "Hypothetical" "Retrospective" "2" 115 "Item" 1 -0.8125 3 1
"593" "WS19HIHI1" "1" "Hypothetical" "Retrospective" "3" 175 "Payoff" 1 -1.0625 1 1
"594" "WS19HIHI1" "1" "Hypothetical" "Retrospective" "4" 75 "Item" 4 39.9375 6 5
"595" "WS19HIHI1" "1" "Hypothetical" "Retrospective" "5" 270 "Item" 2 -10.9375 2 1
"596" "WS19HIHI2" "2" "Hypothetical" "Retrospective" "1" 45 "Item" 4 39.9375 7 4
"597" "WS19HIHI2" "2" "Hypothetical" "Retrospective" "2" 270 "Item" 5 72.5 7 4
"598" "WS19HIHI2" "2" "Hypothetical" "Retrospective" "3" 175 "Item" 4 70.5 7 4
"599" "WS19HIHI2" "2" "Hypothetical" "Retrospective" "5" 75 "Item" 3 24.9375 7 5
"600" "WS19HIHI2" "2" "Hypothetical" "Retrospective" "6" 115 "Item" 4 24.9375 6 3
"601" "WS1HIRI1" "1" "Hypothetical" "Retrospective" "1" 45 "Item" 3 14.9375 5 4
"602" "WS1HIRI1" "1" "Hypothetical" "Retrospective" "2" 115 "Item" 4 72.5 5 6
"603" "WS1HIRI1" "1" "Hypothetical" "Retrospective" "4" 175 "Item" 3 66.5 6 5
"604" "WS1HIRI1" "1" "Hypothetical" "Retrospective" "5" 75 "Item" 2 13.6875 5 5
"605" "WS1HIRI1" "1" "Hypothetical" "Retrospective" "6" 270 "Item" 3 72.5 6 6
"606" "WS1HIRI2" "2" "Real" "Retrospective" "1" 115 "Item" 3 72.5 6 5
"607" "WS1HIRI2" "2" "Real" "Retrospective" "2" 45 "Item" 3 72.5 5 5
"608" "WS1HIRI2" "2" "Real" "Retrospective" "4" 175 "Item" 4 41.9375 5 5
"609" "WS1HIRI2" "2" "Real" "Retrospective" "5" 270 "Item" 5 41.9375 6 5
"610" "WS1HIRI2" "2" "Real" "Retrospective" "6" 75 "Item" 3 10.1875 5 5
"611" "WS22HIHI1" "1" "Hypothetical" "Retrospective" "1" 175 "Item" 4 4.6875 4 4
"612" "WS22HIHI1" "1" "Hypothetical" "Retrospective" "2" 45 "Item" 3 4.1875 5 4
"613" "WS22HIHI1" "1" "Hypothetical" "Retrospective" "3" 270 "Item" 4 0.8125 1 2
"614" "WS22HIHI1" "1" "Hypothetical" "Retrospective" "4" 115 "Item" 5 0.9375 2 3
"615" "WS22HIHI1" "1" "Hypothetical" "Retrospective" "5" 75 "Payoff" 5 3.8125 3 5
"616" "WS22HIHI2" "2" "Hypothetical" "Retrospective" "2" 270 "Payoff" 4 -2.3125 2 1
"617" "WS22HIHI2" "2" "Hypothetical" "Retrospective" "3" 115 "Payoff" 4 2.4375 4 5
"618" "WS22HIHI2" "2" "Hypothetical" "Retrospective" "4" 175 "Item" 3 1.1875 3 3
"619" "WS22HIHI2" "2" "Hypothetical" "Retrospective" "5" 75 "Item" 4 1.4375 5 4
"620" "WS22HIHI2" "2" "Hypothetical" "Retrospective" "6" 45 "Item" 5 2.6875 5 5
"621" "WS24HCRC1" "1" "Hypothetical" "Prospective" "1" 175 "Item" 3 -0.0625 6 3
"622" "WS24HCRC1" "1" "Hypothetical" "Prospective" "2" 45 "Payoff" 5 -0.0625 5 4
"623" "WS24HCRC1" "1" "Hypothetical" "Prospective" "3" 270 "Item" 4 -0.0625 7 3
"624" "WS24HCRC1" "1" "Hypothetical" "Prospective" "4" 75 "Payoff" 5 -0.0625 5 4
"625" "WS24HCRC1" "1" "Hypothetical" "Prospective" "5" 115 "Payoff" 5 -0.0625 6 5
"626" "WS24HCRC2" "2" "Real" "Prospective" "1" 45 "Item" 2 14.9375 7 5
"627" "WS24HCRC2" "2" "Real" "Prospective" "2" 75 "Item" 2 14.9375 7 2
"628" "WS24HCRC2" "2" "Real" "Prospective" "3" 115 "Payoff" 4 14.4375 7 3
"629" "WS24HCRC2" "2" "Real" "Prospective" "5" 270 "Item" 5 12.6875 7 3
"630" "WS24HCRC2" "2" "Real" "Prospective" "6" 175 "Payoff" 5 13.9375 7 4
"631" "WS25HIHI1" "1" "Hypothetical" "Retrospective" "1" 75 "Item" 4 9.9375 4 5
"632" "WS25HIHI1" "1" "Hypothetical" "Retrospective" "2" 270 "Item" 5 16.4375 5 5
"633" "WS25HIHI1" "1" "Hypothetical" "Retrospective" "4" 45 "Item" 5 9.9375 5 5
"634" "WS25HIHI1" "1" "Hypothetical" "Retrospective" "5" 175 "Item" 5 16.4375 5 6
"635" "WS25HIHI1" "1" "Hypothetical" "Retrospective" "6" 115 "Payoff" 5 15.9375 4 6
"636" "WS25HIHI2" "2" "Hypothetical" "Retrospective" "1" 175 "Item" 4 9.9375 3 4
"637" "WS25HIHI2" "2" "Hypothetical" "Retrospective" "2" 75 "Item" 5 8.9375 3 4
"638" "WS25HIHI2" "2" "Hypothetical" "Retrospective" "4" 115 "Payoff" 6 14.9375 4 6
"639" "WS25HIHI2" "2" "Hypothetical" "Retrospective" "5" 270 "Item" 6 19.9375 4 5
"640" "WS25HIHI2" "2" "Hypothetical" "Retrospective" "6" 45 "Item" 4 7.4375 3 4
"641" "WS26HIRI1" "1" "Hypothetical" "Retrospective" "1" 115 "Payoff" 4 1.4375 4 5
"642" "WS26HIRI1" "1" "Hypothetical" "Retrospective" "2" 270 "Payoff" 5 -2.4375 4 1
"643" "WS26HIRI1" "1" "Hypothetical" "Retrospective" "3" 45 "Payoff" 4 1.1875 4 4
"644" "WS26HIRI1" "1" "Hypothetical" "Retrospective" "4" 175 "Item" 4 -1.3125 4 1
"645" "WS26HIRI1" "1" "Hypothetical" "Retrospective" "5" 75 "Payoff" 5 1.4375 4 4
"646" "WS26HIRI2" "2" "Real" "Retrospective" "1" 115 "Item" 4 5.9375 5 5
"647" "WS26HIRI2" "2" "Real" "Retrospective" "2" 75 "Payoff" 4 6.4375 5 6
"648" "WS26HIRI2" "2" "Real" "Retrospective" "4" 175 "Item" 4 6.9375 5 5
"649" "WS26HIRI2" "2" "Real" "Retrospective" "5" 45 "Item" 4 8.4375 5 5
"650" "WS26HIRI2" "2" "Real" "Retrospective" "6" 270 "Item" 3 8.9375 5 5
"651" "WS27HIRI1" "1" "Hypothetical" "Retrospective" "2" 175 "Item" 1 -10.0625 4 4
"652" "WS27HIRI1" "1" "Hypothetical" "Retrospective" "3" 270 "Payoff" 1 0.0625 1 3
"653" "WS27HIRI1" "1" "Hypothetical" "Retrospective" "4" 115 "Payoff" 7 0.4375 6 7
"654" "WS27HIRI1" "1" "Hypothetical" "Retrospective" "5" 45 "Item" 7 3.9375 7 6
"655" "WS27HIRI1" "1" "Hypothetical" "Retrospective" "6" 75 "Payoff" 7 4.9375 7 6
"656" "WS27HIRI2" "2" "Real" "Retrospective" "2" 115 "Item" 5 0.9375 5 6
"657" "WS27HIRI2" "2" "Real" "Retrospective" "3" 270 "Item" 7 0.9375 5 6
"658" "WS27HIRI2" "2" "Real" "Retrospective" "4" 75 "Payoff" 6 0.9375 7 7
"659" "WS27HIRI2" "2" "Real" "Retrospective" "5" 45 "Payoff" 7 0.9375 7 7
"660" "WS27HIRI2" "2" "Real" "Retrospective" "6" 175 "Payoff" 7 0.9375 7 7
"661" "WS28HIHI1" "1" "Hypothetical" "Retrospective" "1" 115 "Item" 2 72.5 7 7
"662" "WS28HIHI1" "1" "Hypothetical" "Retrospective" "2" 45 "Item" 4 72.5 5 1
"663" "WS28HIHI1" "1" "Hypothetical" "Retrospective" "3" 175 "Item" 2 72.5 7 5
"664" "WS28HIHI1" "1" "Hypothetical" "Retrospective" "5" 270 "Item" 3 26.9375 7 2
"665" "WS28HIHI1" "1" "Hypothetical" "Retrospective" "6" 75 "Item" 5 87.5 6 5
"666" "WS28HIHI2" "2" "Hypothetical" "Retrospective" "1" 175 "Item" 5 72.5 7 5
"667" "WS28HIHI2" "2" "Hypothetical" "Retrospective" "2" 45 "Item" 4 39.9375 5 4
"668" "WS28HIHI2" "2" "Hypothetical" "Retrospective" "4" 75 "Item" 5 72.5 5 5
"669" "WS28HIHI2" "2" "Hypothetical" "Retrospective" "5" 115 "Item" 5 39.9375 5 5
"670" "WS28HIHI2" "2" "Hypothetical" "Retrospective" "6" 270 "Item" 6 72.5 7 7
"671" "WS29HCHC1" "1" "Hypothetical" "Prospective" "2" 175 "Payoff" 3 0.3125 4 5
"672" "WS29HCHC1" "1" "Hypothetical" "Prospective" "3" 115 "Payoff" 4 0.1875 5 3
"673" "WS29HCHC1" "1" "Hypothetical" "Prospective" "4" 75 "Payoff" 2 0.0625 5 2
"674" "WS29HCHC1" "1" "Hypothetical" "Prospective" "5" 270 "Item" 3 -3.9375 2 1
"675" "WS29HCHC1" "1" "Hypothetical" "Prospective" "6" 45 "Item" 4 2.9375 6 5
"676" "WS29HCHC2" "2" "Hypothetical" "Prospective" "1" 270 "Payoff" 5 0.9375 3 5
"677" "WS29HCHC2" "2" "Hypothetical" "Prospective" "2" 75 "Payoff" 5 0.9375 4 5
"678" "WS29HCHC2" "2" "Hypothetical" "Prospective" "4" 175 "Item" 3 1.6875 3 4
"679" "WS29HCHC2" "2" "Hypothetical" "Prospective" "5" 115 "Item" 5 0.9375 4 2
"680" "WS29HCHC2" "2" "Hypothetical" "Prospective" "6" 45 "Payoff" 3 1.4375 6 5
"681" "WS30HCRC1" "1" "Hypothetical" "Prospective" "1" 45 "Payoff" 5 19.9375 5 5
"682" "WS30HCRC1" "1" "Hypothetical" "Prospective" "3" 115 "Item" 2 29.9375 5 5
"683" "WS30HCRC1" "1" "Hypothetical" "Prospective" "4" 270 "Item" 2 72.5 6 4
"684" "WS30HCRC1" "1" "Hypothetical" "Prospective" "5" 75 "Payoff" 6 19.9375 5 5
"685" "WS30HCRC1" "1" "Hypothetical" "Prospective" "6" 175 "Payoff" 5 19.9375 6 5
"686" "WS30HCRC2" "2" "Real" "Prospective" "1" 270 "Item" 5 29.9375 6 6
"687" "WS30HCRC2" "2" "Real" "Prospective" "2" 175 "Payoff" 6 23.9375 6 6
"688" "WS30HCRC2" "2" "Real" "Prospective" "3" 115 "Item" 6 19.9375 6 6
"689" "WS30HCRC2" "2" "Real" "Prospective" "5" 75 "Payoff" 7 19.9375 6 7
"690" "WS30HCRC2" "2" "Real" "Prospective" "6" 45 "Payoff" 6 19.9375 5 7
"691" "WS31HCRC1" "1" "Hypothetical" "Prospective" "1" 115 "Payoff" 6 4.9375 3 5
"692" "WS31HCRC1" "1" "Hypothetical" "Prospective" "2" 175 "Payoff" 5 1.9375 3 3
"693" "WS31HCRC1" "1" "Hypothetical" "Prospective" "4" 270 "Payoff" 3 0.1875 2 3
"694" "WS31HCRC1" "1" "Hypothetical" "Prospective" "5" 45 "Payoff" 6 4.9375 5 5
"695" "WS31HCRC1" "1" "Hypothetical" "Prospective" "6" 75 "Payoff" 5 4.9375 4 5
"696" "WS31HCRC2" "2" "Real" "Prospective" "2" 45 "Item" 3 2.4375 3 2
"697" "WS31HCRC2" "2" "Real" "Prospective" "3" 75 "Payoff" 4 0.9375 1 2
"698" "WS31HCRC2" "2" "Real" "Prospective" "4" 270 "Payoff" 5 0.9375 2 2
"699" "WS31HCRC2" "2" "Real" "Prospective" "5" 115 "Item" 4 3.9375 2 3
"700" "WS31HCRC2" "2" "Real" "Prospective" "6" 175 "Item" 3 3.9375 2 3
"701" "WS32HCRC1" "1" "Hypothetical" "Prospective" "1" 175 "Item" 6 -5.0625 2 2
"702" "WS32HCRC1" "1" "Hypothetical" "Prospective" "3" 115 "Item" 5 -5.0625 5 2
"703" "WS32HCRC1" "1" "Hypothetical" "Prospective" "4" 270 "Payoff" 5 -6.3125 1 1
"704" "WS32HCRC1" "1" "Hypothetical" "Prospective" "5" 45 "Item" 6 -0.0625 5 3
"705" "WS32HCRC1" "1" "Hypothetical" "Prospective" "6" 75 "Payoff" 7 -0.0625 5 4
"706" "WS32HCRC2" "2" "Real" "Prospective" "1" 75 "Item" 6 -1.9375 2 2
"707" "WS32HCRC2" "2" "Real" "Prospective" "2" 115 "Item" 6 -2.0625 2 2
"708" "WS32HCRC2" "2" "Real" "Prospective" "4" 270 "Payoff" 5 -3.0625 2 2
"709" "WS32HCRC2" "2" "Real" "Prospective" "5" 175 "Item" 6 -3.0625 2 2
"710" "WS32HCRC2" "2" "Real" "Prospective" "6" 45 "Item" 6 -2.0625 2 2
"711" "WS33HCHC1" "1" "Hypothetical" "Prospective" "1" 175 "Item" 3 -4.9375 7 1
"712" "WS33HCHC1" "1" "Hypothetical" "Prospective" "2" 115 "Item" 3 -4.9375 6 1
"713" "WS33HCHC1" "1" "Hypothetical" "Prospective" "3" 45 "Item" 7 2.4375 5 7
"714" "WS33HCHC1" "1" "Hypothetical" "Prospective" "4" 270 "Payoff" 6 -15.0625 7 1
"715" "WS33HCHC1" "1" "Hypothetical" "Prospective" "5" 75 "Item" 5 -5.0625 5 1
"716" "WS33HCHC2" "2" "Hypothetical" "Prospective" "1" 75 "Payoff" 4 -1.9375 5 3
"717" "WS33HCHC2" "2" "Hypothetical" "Prospective" "2" 270 "Payoff" 6 -24.9375 5 1
"718" "WS33HCHC2" "2" "Hypothetical" "Prospective" "3" 45 "Item" 4 0.0625 4 2
"719" "WS33HCHC2" "2" "Hypothetical" "Prospective" "5" 115 "Item" 6 2.4375 5 5
"720" "WS33HCHC2" "2" "Hypothetical" "Prospective" "6" 175 "Payoff" 6 -15.0625 7 1
"721" "WS34HCRC1" "1" "Hypothetical" "Prospective" "1" 75 "Payoff" 5 9.9375 6 6
"722" "WS34HCRC1" "1" "Hypothetical" "Prospective" "3" 115 "Item" 3 8.9375 5 3
"723" "WS34HCRC1" "1" "Hypothetical" "Prospective" "4" 270 "Item" 5 8.9375 4 5
"724" "WS34HCRC1" "1" "Hypothetical" "Prospective" "5" 175 "Payoff" 6 9.9375 6 6
"725" "WS34HCRC1" "1" "Hypothetical" "Prospective" "6" 45 "Payoff" 7 15.3125 6 7
"726" "WS34HCRC2" "2" "Real" "Prospective" "2" 75 "Payoff" 6 9.9375 5 7
"727" "WS34HCRC2" "2" "Real" "Prospective" "3" 270 "Item" 3 4.9375 7 3
"728" "WS34HCRC2" "2" "Real" "Prospective" "4" 45 "Payoff" 6 11.9375 5 7
"729" "WS34HCRC2" "2" "Real" "Prospective" "5" 175 "Payoff" 4 4.9375 4 4
"730" "WS34HCRC2" "2" "Real" "Prospective" "6" 115 "Payoff" 5 4.9375 4 4
"731" "WS35HCRC1" "1" "Hypothetical" "Prospective" "1" 115 "Item" 4 13.9375 6 5
"732" "WS35HCRC1" "1" "Hypothetical" "Prospective" "2" 75 "Payoff" 6 13.9375 6 6
"733" "WS35HCRC1" "1" "Hypothetical" "Prospective" "3" 45 "Payoff" 5 16.9375 6 7
"734" "WS35HCRC1" "1" "Hypothetical" "Prospective" "5" 270 "Item" 7 9.0625 3 6
"735" "WS35HCRC1" "1" "Hypothetical" "Prospective" "6" 175 "Item" 7 9.9375 5 6
"736" "WS35HCRC2" "2" "Real" "Prospective" "1" 270 "Item" 5 67.5 7 7
"737" "WS35HCRC2" "2" "Real" "Prospective" "2" 45 "Item" 4 27.1875 7 7
"738" "WS35HCRC2" "2" "Real" "Prospective" "3" 115 "Item" 4 73.75 7 7
"739" "WS35HCRC2" "2" "Real" "Prospective" "4" 75 "Payoff" 4 26.9375 7 7
"740" "WS35HCRC2" "2" "Real" "Prospective" "6" 175 "Payoff" 4 26.8125 7 6
"741" "WS36HIHI1" "1" "Hypothetical" "Retrospective" "2" 270 "Payoff" 4 4.8125 4 4
"742" "WS36HIHI1" "1" "Hypothetical" "Retrospective" "3" 45 "Payoff" 4 8.5625 4 4
"743" "WS36HIHI1" "1" "Hypothetical" "Retrospective" "4" 75 "Item" 4 7.1875 4 4
"744" "WS36HIHI1" "1" "Hypothetical" "Retrospective" "5" 175 "Payoff" 4 9.0625 4 4
"745" "WS36HIHI1" "1" "Hypothetical" "Retrospective" "6" 115 "Item" 4 7.1875 4 4
"746" "WS36HIHI2" "2" "Hypothetical" "Retrospective" "1" 45 "Payoff" 4 2.6875 4 4
"747" "WS36HIHI2" "2" "Hypothetical" "Retrospective" "2" 175 "Payoff" 4 3.1875 4 4
"748" "WS36HIHI2" "2" "Hypothetical" "Retrospective" "3" 270 "Payoff" 4 3.8125 4 4
"749" "WS36HIHI2" "2" "Hypothetical" "Retrospective" "4" 75 "Item" 5 8.3125 4 4
"750" "WS36HIHI2" "2" "Hypothetical" "Retrospective" "6" 115 "Item" 4 1.8125 4 4
"751" "WS39HIRI1" "1" "Hypothetical" "Retrospective" "1" 175 "Item" 2 70.5 6 1
"752" "WS39HIRI1" "1" "Hypothetical" "Retrospective" "2" 75 "Item" 3 29.6875 5 2
"753" "WS39HIRI1" "1" "Hypothetical" "Retrospective" "3" 45 "Item" 3 24.9375 5 2
"754" "WS39HIRI1" "1" "Hypothetical" "Retrospective" "4" 115 "Item" 3 39.9375 6 3
"755" "WS39HIRI1" "1" "Hypothetical" "Retrospective" "5" 270 "Item" 3 39.9375 6 3
"756" "WS39HIRI2" "2" "Real" "Retrospective" "2" 115 "Payoff" 5 39.4375 4 4
"757" "WS39HIRI2" "2" "Real" "Retrospective" "3" 270 "Item" 1 72.5 6 1
"758" "WS39HIRI2" "2" "Real" "Retrospective" "4" 175 "Item" 3 39.9375 5 3
"759" "WS39HIRI2" "2" "Real" "Retrospective" "5" 45 "Payoff" 4 29.9375 4 5
"760" "WS39HIRI2" "2" "Real" "Retrospective" "6" 75 "Item" 4 29.9375 4 3
"761" "WS3HIHI1" "1" "Hypothetical" "Retrospective" "1" 45 "Payoff" 5 11.9375 6 5
"762" "WS3HIHI1" "1" "Hypothetical" "Retrospective" "2" 175 "Payoff" 1 -0.0625 5 1
"763" "WS3HIHI1" "1" "Hypothetical" "Retrospective" "3" 115 "Payoff" 5 -0.0625 4 1
"764" "WS3HIHI1" "1" "Hypothetical" "Retrospective" "5" 270 "Payoff" 1 -0.0625 3 1
"765" "WS3HIHI1" "1" "Hypothetical" "Retrospective" "6" 75 "Payoff" 4 9.9375 4 3
"766" "WS3HIHI2" "2" "Hypothetical" "Retrospective" "1" 270 "Payoff" 7 -0.0625 5 1
"767" "WS3HIHI2" "2" "Hypothetical" "Retrospective" "3" 115 "Payoff" 6 11.4375 6 6
"768" "WS3HIHI2" "2" "Hypothetical" "Retrospective" "4" 45 "Item" 5 13.9375 6 6
"769" "WS3HIHI2" "2" "Hypothetical" "Retrospective" "5" 75 "Item" 5 12.4375 5 5
"770" "WS3HIHI2" "2" "Hypothetical" "Retrospective" "6" 175 "Payoff" 4 -0.0625 5 1
"771" "WS40HCHC1" "1" "Hypothetical" "Prospective" "1" 75 "Payoff" 3 -0.5625 6 7
"772" "WS40HCHC1" "1" "Hypothetical" "Prospective" "2" 270 "Item" 5 -3.9375 1 5
"773" "WS40HCHC1" "1" "Hypothetical" "Prospective" "3" 115 "Payoff" 3 -4.8125 1 1
"774" "WS40HCHC1" "1" "Hypothetical" "Prospective" "5" 45 "Payoff" 5 -0.0625 5 7
"775" "WS40HCHC1" "1" "Hypothetical" "Prospective" "6" 175 "Item" 3 -5.9375 1 1
"776" "WS40HCHC2" "2" "Hypothetical" "Prospective" "1" 175 "Payoff" 2 -2.8125 1 1
"777" "WS40HCHC2" "2" "Hypothetical" "Prospective" "2" 75 "Item" 2 -1.5625 2 1
"778" "WS40HCHC2" "2" "Hypothetical" "Prospective" "3" 45 "Item" 1 -0.0625 4 1
"779" "WS40HCHC2" "2" "Hypothetical" "Prospective" "4" 270 "Item" 4 -5.0625 1 1
"780" "WS40HCHC2" "2" "Hypothetical" "Prospective" "5" 115 "Item" 3 -1.9375 3 1
"781" "WS41HCRC1" "1" "Hypothetical" "Prospective" "1" 270 "Item" 5 5.4375 7 5
"782" "WS41HCRC1" "1" "Hypothetical" "Prospective" "2" 45 "Item" 6 7.6875 6 5
"783" "WS41HCRC1" "1" "Hypothetical" "Prospective" "3" 75 "Payoff" 7 4.9375 7 7
"784" "WS41HCRC1" "1" "Hypothetical" "Prospective" "5" 115 "Payoff" 7 4.9375 4 7
"785" "WS41HCRC1" "1" "Hypothetical" "Prospective" "6" 175 "Item" 5 4.9375 6 6
"786" "WS41HCRC2" "2" "Real" "Prospective" "2" 45 "Item" 6 5.9375 5 6
"787" "WS41HCRC2" "2" "Real" "Prospective" "3" 75 "Payoff" 6 4.9375 6 7
"788" "WS41HCRC2" "2" "Real" "Prospective" "4" 175 "Item" 5 4.9375 5 5
"789" "WS41HCRC2" "2" "Real" "Prospective" "5" 270 "Payoff" 7 2.9375 7 5
"790" "WS41HCRC2" "2" "Real" "Prospective" "6" 115 "Payoff" 7 4.9375 6 7
"791" "WS42HCHC1" "1" "Hypothetical" "Prospective" "2" 270 "Payoff" 2 0.4375 6 2
"792" "WS42HCHC1" "1" "Hypothetical" "Prospective" "3" 45 "Item" 2 2.9375 5 2
"793" "WS42HCHC1" "1" "Hypothetical" "Prospective" "4" 115 "Payoff" 2 2.5625 5 2
"794" "WS42HCHC1" "1" "Hypothetical" "Prospective" "5" 75 "Item" 5 1.9375 4 2
"795" "WS42HCHC1" "1" "Hypothetical" "Prospective" "6" 175 "Payoff" 2 0.0625 6 1
"796" "WS42HCHC2" "2" "Hypothetical" "Prospective" "2" 115 "Payoff" 6 1.4375 5 3
"797" "WS42HCHC2" "2" "Hypothetical" "Prospective" "3" 75 "Item" 6 2.9375 5 3
